Red,Yellow,Green,TimeActive,Time
0,1,0,8,15:48:35
0,0,1,3,15:48:38
0,1,0,2,15:48:40
1,0,0,2,15:48:42
0,1,0,9,15:48:51
0,0,1,5,15:48:56
0,1,0,4,15:49:00
1,0,0,1,15:49:01
0,1,0,3,15:49:04
0,0,1,1,15:49:05
0,1,0,3,15:49:08
1,0,0,4,15:49:12
0,1,0,4,15:49:16
0,0,1,8,15:49:24
0,1,0,8,15:49:32
1,0,0,9,15:49:41
0,1,0,4,15:49:45
0,0,1,4,15:49:49
0,1,0,6,15:49:55
1,0,0,9,15:50:04
0,1,0,9,15:50:13
0,0,1,7,15:50:20
0,1,0,3,15:50:23
1,0,0,9,15:50:32
0,1,0,3,15:50:35
0,0,1,1,15:50:36
0,1,0,5,15:50:41
1,0,0,8,15:50:49
0,1,0,2,15:50:51
0,0,1,4,15:50:55
0,1,0,8,15:51:03
1,0,0,3,15:51:06
0,1,0,3,15:51:09
0,0,1,5,15:51:14
0,1,0,3,15:51:17
1,0,0,4,15:51:21
0,1,0,6,15:51:27
0,0,1,8,15:51:35
0,1,0,4,15:51:39
1,0,0,3,15:51:42
0,1,0,8,15:51:50
0,0,1,8,15:51:58
0,1,0,9,15:52:07
1,0,0,8,15:52:15
0,1,0,6,15:52:21
0,0,1,9,15:52:30
0,1,0,5,15:52:35
1,0,0,3,15:52:38
0,1,0,2,15:52:40
0,0,1,2,15:52:42
0,1,0,7,15:52:49
1,0,0,4,15:52:53
0,1,0,2,15:52:55
0,0,1,6,15:53:01
0,1,0,1,15:53:02
1,0,0,1,15:53:03
0,1,0,2,15:53:05
0,0,1,1,15:53:06
0,1,0,3,15:53:09
1,0,0,6,15:53:15
0,1,0,1,15:53:16
0,0,1,4,15:53:20
0,1,0,7,15:53:27
1,0,0,3,15:53:30
0,1,0,2,15:53:32
0,0,1,2,15:53:34
0,1,0,5,15:53:39
1,0,0,6,15:53:45
0,1,0,2,15:53:47
0,0,1,2,15:53:49
0,1,0,9,15:53:58
1,0,0,3,15:54:01
0,1,0,6,15:54:07
0,0,1,9,15:54:16
0,1,0,8,15:54:24
1,0,0,2,15:54:26
0,1,0,5,15:54:31
0,0,1,5,15:54:36
0,1,0,4,15:54:40
1,0,0,7,15:54:47
0,1,0,7,15:54:54
0,0,1,3,15:54:57
0,1,0,9,15:55:06
1,0,0,1,15:55:07
0,1,0,5,15:55:12
0,0,1,9,15:55:21
0,1,0,2,15:55:23
1,0,0,3,15:55:26
0,1,0,9,15:55:35
0,0,1,9,15:55:44
0,1,0,6,15:55:50
1,0,0,8,15:55:58
0,1,0,3,15:56:01
0,0,1,2,15:56:03
0,1,0,7,15:56:10
1,0,0,8,15:56:18
0,1,0,8,15:56:26
0,0,1,2,15:56:28
0,1,0,2,15:56:30
1,0,0,5,15:56:35
0,1,0,5,15:56:40
0,0,1,4,15:56:44
0,1,0,9,15:56:53
1,0,0,3,15:56:56
0,1,0,4,15:57:00
0,0,1,3,15:57:03
0,1,0,4,15:57:07
1,0,0,5,15:57:12
0,1,0,3,15:57:15
0,0,1,4,15:57:19
0,1,0,8,15:57:27
1,0,0,3,15:57:30
0,1,0,2,15:57:32
0,0,1,9,15:57:41
0,1,0,3,15:57:44
1,0,0,7,15:57:51
0,1,0,4,15:57:55
0,0,1,3,15:57:58
0,1,0,9,15:58:07
1,0,0,2,15:58:09
0,1,0,4,15:58:13
0,0,1,4,15:58:17
0,1,0,7,15:58:24
1,1,0,5,15:58:29
0,1,0,9,15:58:38
0,0,1,3,15:58:41
0,1,0,6,15:58:47
1,0,0,2,15:58:49
0,1,0,3,15:58:52
0,0,1,1,15:58:53
0,1,0,9,15:59:02
1,0,0,4,15:59:06
0,1,0,9,15:59:15
0,0,1,6,15:59:21
0,1,0,6,15:59:27
1,0,0,1,15:59:28
0,1,0,8,15:59:36
0,0,1,1,15:59:37
0,1,0,7,15:59:44
1,0,0,1,15:59:45
0,1,0,4,15:59:49
0,1,1,1,15:59:50
0,1,0,6,15:59:56
1,0,0,5,16:00:01
0,1,0,6,16:00:07
0,0,1,9,16:00:16
0,1,0,2,16:00:18
1,0,0,8,16:00:26
0,1,0,7,16:00:33
0,0,1,2,16:00:35
0,1,0,9,16:00:44
1,0,0,4,16:00:48
0,1,0,3,16:00:51
0,0,1,6,16:00:57
0,1,0,2,16:00:59
1,0,0,7,16:01:06
0,1,0,8,16:01:14
0,0,1,5,16:01:19
0,1,0,8,16:01:27
1,0,0,3,16:01:30
0,1,0,7,16:01:37
0,0,1,4,16:01:41
0,1,0,1,16:01:42
1,0,0,3,16:01:45
0,1,0,7,16:01:52
0,0,1,8,16:02:00
0,1,0,1,16:02:01
1,0,0,6,16:02:07
0,1,0,8,16:02:15
0,0,1,1,16:02:16
0,1,0,8,16:02:24
1,0,0,4,16:02:28
0,1,0,8,16:02:36
0,0,1,3,16:02:39
1,1,0,2,16:02:41
1,0,0,2,16:02:43
0,1,0,5,16:02:48
0,0,1,6,16:02:54
0,1,0,8,16:03:02
1,0,0,4,16:03:06
0,1,0,5,16:03:11
0,0,1,2,16:03:13
0,1,1,7,16:03:20
1,0,0,8,16:03:28
0,1,0,9,16:03:37
0,0,1,2,16:03:39
0,1,0,8,16:03:47
1,0,0,8,16:03:55
0,1,0,6,16:04:01
0,0,1,4,16:04:05
0,1,0,4,16:04:09
1,0,0,9,16:04:18
0,1,0,8,16:04:26
0,0,1,4,16:04:30
0,1,0,2,16:04:32
1,0,0,3,16:04:35
0,1,0,5,16:04:40
0,0,1,7,16:04:47
0,1,0,5,16:04:52
1,0,0,5,16:04:57
0,1,0,6,16:05:03
0,0,1,9,16:05:12
0,1,0,9,16:05:21
1,0,0,4,16:05:25
0,1,0,4,16:05:29
0,0,1,2,16:05:31
0,1,0,9,16:05:40
1,0,0,4,16:05:44
0,1,0,8,16:05:52
0,1,1,5,16:05:57
0,1,0,5,16:06:02
1,0,0,4,16:06:06
0,1,0,8,16:06:14
0,0,1,5,16:06:19
0,1,0,9,16:06:28
1,1,0,2,16:06:30
0,1,0,6,16:06:36
0,0,1,4,16:06:40
0,1,0,3,16:06:43
1,0,0,2,16:06:45
0,1,0,9,16:06:54
0,1,1,3,16:06:57
0,1,0,5,16:07:02
1,0,0,1,16:07:03
0,1,0,4,16:07:07
0,0,1,5,16:07:12
0,1,0,8,16:07:20
1,0,0,7,16:07:27
0,1,0,6,16:07:33
0,0,1,4,16:07:37
0,1,0,4,16:07:41
1,0,0,4,16:07:45
0,1,0,6,16:07:51
0,0,1,7,16:07:58
0,1,0,6,16:08:04
1,0,0,4,16:08:08
1,1,0,4,16:08:12
0,0,1,8,16:08:20
0,1,0,3,16:08:23
1,0,0,2,16:08:25
0,1,0,3,16:08:28
0,0,1,2,16:08:30
0,1,0,7,16:08:37
1,0,1,3,16:08:40
0,1,0,6,16:08:46
0,0,1,5,16:08:51
0,1,0,8,16:08:59
1,0,0,5,16:09:04
0,1,0,8,16:09:12
0,0,1,9,16:09:21
0,1,0,2,16:09:23
1,0,0,9,16:09:32
0,1,0,2,16:09:34
0,0,1,5,16:09:39
0,1,0,1,16:09:40
1,0,0,3,16:09:43
0,1,0,2,16:09:45
0,0,1,7,16:09:52
0,1,0,3,16:09:55
1,0,0,9,16:10:04
0,1,0,6,16:10:10
0,0,1,1,16:10:11
0,1,0,6,16:10:17
1,0,0,1,16:10:18
0,1,1,5,16:10:23
0,0,1,2,16:10:25
0,1,0,8,16:10:33
1,0,0,7,16:10:40
0,1,0,6,16:10:46
0,0,1,3,16:10:49
0,1,0,6,16:10:55
1,0,0,3,16:10:58
0,1,0,9,16:11:07
0,0,1,5,16:11:12
0,1,0,9,16:11:21
1,0,0,7,16:11:28
0,1,0,6,16:11:34
0,0,1,6,16:11:40
0,1,0,4,16:11:44
1,0,0,6,16:11:50
0,1,0,1,16:11:51
0,0,1,4,16:11:55
0,1,0,9,16:12:04
1,0,0,2,16:12:06
0,1,0,3,16:12:09
1,0,1,9,16:12:18
0,1,0,4,16:12:22
1,0,0,7,16:12:29
0,1,1,3,16:12:32
0,0,1,5,16:12:37
0,1,0,6,16:12:43
1,0,0,7,16:12:50
0,1,0,5,16:12:55
0,0,1,7,16:13:02
0,1,0,9,16:13:11
1,0,0,5,16:13:16
0,1,0,7,16:13:23
0,0,1,5,16:13:28
0,1,0,4,16:13:32
1,0,0,8,16:13:40
0,1,0,7,16:13:47
0,0,1,1,16:13:48
0,1,0,7,16:13:55
1,0,0,6,16:14:01
0,1,0,2,16:14:03
0,0,1,3,16:14:06
0,1,0,7,16:14:13
1,0,0,3,16:14:16
0,1,0,5,16:14:21
0,0,1,5,16:14:26
0,1,0,5,16:14:31
1,0,0,8,16:14:39
0,1,0,5,16:14:44
0,0,1,9,16:14:53
0,1,0,2,16:14:55
1,0,0,5,16:15:00
0,1,0,5,16:15:05
1,0,1,1,16:15:06
0,1,0,5,16:15:11
1,0,0,5,16:15:16
0,1,0,5,16:15:21
0,0,1,8,16:15:29
0,1,0,9,16:15:38
1,0,0,1,16:15:39
0,1,1,7,16:15:46
0,0,1,2,16:15:48
0,1,0,5,16:15:53
1,0,0,7,16:16:00
1,1,0,7,16:16:07
0,0,1,8,16:16:15
0,1,0,4,16:16:19
1,1,0,7,16:16:26
0,1,0,9,16:16:35
0,0,1,5,16:16:40
0,1,0,7,16:16:47
1,0,0,9,16:16:56
0,1,0,7,16:17:03
0,0,1,7,16:17:10
0,1,0,1,16:17:11
1,0,0,8,16:17:19
0,1,0,3,16:17:22
0,1,1,3,16:17:25
0,1,0,4,16:17:29
1,0,0,5,16:17:34
0,1,0,1,16:17:35
0,0,1,3,16:17:38
0,1,0,3,16:17:41
1,0,0,6,16:17:47
0,1,0,2,16:17:49
0,0,1,6,16:17:55
0,1,0,7,16:18:02
1,0,0,5,16:18:07
0,1,0,6,16:18:13
0,0,1,8,16:18:21
0,1,0,1,16:18:22
1,0,0,7,16:18:29
0,1,0,6,16:18:35
0,0,1,6,16:18:41
0,1,0,4,16:18:45
1,0,0,7,16:18:52
0,1,0,5,16:18:57
0,0,1,3,16:19:00
0,1,0,7,16:19:07
1,0,0,3,16:19:10
0,1,0,1,16:19:11
0,0,1,6,16:19:17
0,1,0,4,16:19:21
1,0,0,4,16:19:25
0,1,0,5,16:19:30
0,0,1,3,16:19:33
0,1,0,4,16:19:37
1,0,0,8,16:19:45
0,1,0,1,16:19:46
0,0,1,7,16:19:53
0,1,0,1,16:19:54
1,0,0,7,16:20:01
0,1,0,8,16:20:09
0,0,1,1,16:20:10
1,1,0,8,16:20:18
1,0,0,3,16:20:21
0,1,0,1,16:20:22
0,0,1,3,16:20:25
0,1,0,8,16:20:33
1,0,0,6,16:20:39
0,1,0,5,16:20:44
0,0,1,7,16:20:51
0,1,0,8,16:20:59
1,0,0,6,16:21:05
0,1,0,1,16:21:06
1,0,1,5,16:21:11
0,1,0,4,16:21:15
1,0,0,1,16:21:16
0,1,0,1,16:21:17
0,0,1,8,16:21:25
0,1,0,7,16:21:32
1,0,0,4,16:21:36
0,1,0,4,16:21:40
0,0,1,1,16:21:41
0,1,0,5,16:21:46
1,0,0,6,16:21:52
0,1,0,8,16:22:00
0,0,1,4,16:22:04
0,1,0,1,16:22:05
1,0,0,9,16:22:14
0,1,0,3,16:22:17
0,0,1,4,16:22:21
0,1,0,5,16:22:26
1,0,0,7,16:22:33
0,1,0,8,16:22:41
0,0,1,9,16:22:50
0,1,0,5,16:22:55
1,0,0,1,16:22:56
0,1,0,9,16:23:05
0,0,1,3,16:23:08
0,1,0,7,16:23:15
1,0,0,2,16:23:17
0,1,0,2,16:23:19
0,0,1,9,16:23:28
0,1,0,4,16:23:32
1,0,0,5,16:23:37
0,1,0,6,16:23:43
0,0,1,8,16:23:51
0,1,0,3,16:23:54
1,0,0,2,16:23:56
0,1,0,8,16:24:04
0,0,1,6,16:24:10
0,1,0,8,16:24:18
1,0,0,9,16:24:27
0,1,0,3,16:24:30
0,0,1,5,16:24:35
0,1,0,1,16:24:36
1,0,0,9,16:24:45
0,1,0,1,16:24:46
0,0,1,1,16:24:47
0,1,0,3,16:24:50
1,0,0,8,16:24:58
0,1,0,4,16:25:02
0,0,1,5,16:25:07
0,1,0,7,16:25:14
1,0,0,9,16:25:23
0,1,0,2,16:25:25
0,0,1,2,16:25:27
0,1,0,4,16:25:31
1,0,0,1,16:25:32
0,1,0,4,16:25:36
0,0,1,1,16:25:37
0,1,0,6,16:25:43
1,0,0,8,16:25:51
0,1,0,5,16:25:56
0,0,1,6,16:26:02
0,1,0,4,16:26:06
1,0,1,9,16:26:15
0,1,0,9,16:26:24
0,0,1,6,16:26:30
0,1,0,7,16:26:37
1,0,0,3,16:26:40
0,1,0,9,16:26:49
0,0,1,8,16:26:57
0,1,0,3,16:27:00
1,0,0,8,16:27:08
0,1,0,5,16:27:13
0,0,1,8,16:27:21
0,1,0,7,16:27:28
1,0,0,2,16:27:30
0,1,0,6,16:27:36
0,0,1,9,16:27:45
0,1,0,5,16:27:50
1,0,0,8,16:27:58
0,1,0,6,16:28:04
0,0,1,2,16:28:06
0,1,0,4,16:28:10
1,0,0,6,16:28:16
0,1,0,2,16:28:18
0,0,1,8,16:28:26
0,1,0,7,16:28:33
1,0,0,7,16:28:40
0,1,0,5,16:28:45
0,0,1,3,16:28:48
0,1,0,9,16:28:57
1,0,0,4,16:29:01
0,1,0,6,16:29:07
0,0,1,8,16:29:15
0,1,0,1,16:29:16
1,0,0,9,16:29:25
0,1,0,2,16:29:27
0,0,1,1,16:29:28
0,1,0,4,16:29:32
1,0,0,9,16:29:41
0,1,0,2,16:29:43
0,0,1,2,16:29:45
0,1,0,5,16:29:50
1,0,0,6,16:29:56
0,1,0,5,16:30:01
0,0,1,6,16:30:07
0,1,0,7,16:30:14
1,0,0,7,16:30:21
0,1,0,3,16:30:24
0,0,1,9,16:30:33
0,1,0,2,16:30:35
1,0,0,9,16:30:44
0,1,0,8,16:30:52
0,0,1,6,16:30:58
0,1,1,7,16:31:05
1,0,0,5,16:31:10
0,1,0,8,16:31:18
0,0,1,1,16:31:19
0,1,0,4,16:31:23
1,0,0,9,16:31:32
0,1,0,4,16:31:36
0,0,1,2,16:31:38
0,1,0,2,16:31:40
1,0,0,9,16:31:49
0,1,0,9,16:31:58
0,0,1,1,16:31:59
0,1,0,4,16:32:03
1,0,0,8,16:32:11
0,1,0,1,16:32:12
0,0,1,7,16:32:19
0,1,0,3,16:32:22
1,0,0,3,16:32:25
0,1,0,3,16:32:28
0,0,1,3,16:32:31
0,1,0,3,16:32:34
1,0,0,8,16:32:42
0,1,0,7,16:32:49
0,0,1,2,16:32:51
0,1,0,1,16:32:52
1,0,0,9,16:33:01
0,1,0,7,16:33:08
0,0,1,5,16:33:13
0,1,0,1,16:33:14
1,0,0,8,16:33:22
0,1,0,5,16:33:27
0,0,1,1,16:33:28
0,1,0,4,16:33:32
1,0,0,2,16:33:34
0,1,0,8,16:33:42
0,0,1,3,16:33:45
0,1,0,6,16:33:51
1,0,0,8,16:33:59
0,1,0,3,16:34:02
0,1,1,1,16:34:03
0,1,0,6,16:34:09
1,0,0,5,16:34:14
0,1,0,3,16:34:17
0,0,1,3,16:34:20
0,1,0,6,16:34:26
1,0,0,8,16:34:34
0,1,0,2,16:34:36
0,0,1,9,16:34:45
0,1,0,8,16:34:53
1,0,0,4,16:34:57
0,1,0,5,16:35:02
0,0,1,8,16:35:10
0,1,0,1,16:35:11
1,0,1,2,16:35:13
0,1,0,8,16:35:21
0,0,1,3,16:35:24
0,1,0,4,16:35:28
1,0,0,1,16:35:29
0,1,0,3,16:35:32
0,0,1,5,16:35:37
0,1,0,4,16:35:41
1,0,0,6,16:35:47
0,1,0,6,16:35:53
0,0,1,5,16:35:58
0,1,0,6,16:36:04
1,0,0,4,16:36:08
0,1,0,6,16:36:14
0,0,1,1,16:36:15
1,1,0,2,16:36:17
1,0,0,5,16:36:22
1,1,0,7,16:36:29
0,0,1,2,16:36:31
0,1,0,1,16:36:32
1,0,0,3,16:36:35
0,1,0,4,16:36:39
0,0,1,5,16:36:44
0,1,0,9,16:36:53
1,0,0,3,16:36:56
0,1,0,9,16:37:05
1,0,1,4,16:37:09
0,1,0,7,16:37:16
1,0,0,9,16:37:25
0,1,0,3,16:37:28
0,0,1,8,16:37:36
0,1,0,9,16:37:45
1,0,0,7,16:37:52
0,1,0,6,16:37:58
0,0,1,6,16:38:04
0,1,0,6,16:38:10
1,0,0,7,16:38:17
0,1,0,7,16:38:24
0,0,1,8,16:38:32
0,1,0,7,16:38:39
1,0,0,6,16:38:45
0,1,0,1,16:38:46
0,0,1,5,16:38:51
0,1,0,2,16:38:53
1,0,0,5,16:38:58
0,1,0,9,16:39:07
0,0,1,3,16:39:10
0,1,0,6,16:39:16
1,0,0,9,16:39:25
0,1,0,7,16:39:32
0,0,1,2,16:39:34
0,1,0,3,16:39:37
1,0,1,9,16:39:46
0,1,0,2,16:39:48
0,0,1,4,16:39:52
0,1,0,2,16:39:54
1,0,0,5,16:39:59
0,1,0,5,16:40:04
0,0,1,1,16:40:05
0,1,0,1,16:40:06
1,0,0,4,16:40:10
0,1,0,8,16:40:18
0,0,1,1,16:40:19
0,1,0,1,16:40:20
1,0,0,2,16:40:22
0,1,0,2,16:40:24
0,0,1,6,16:40:30
0,1,0,8,16:40:38
1,0,0,2,16:40:40
0,1,0,3,16:40:43
0,0,1,6,16:40:49
0,1,0,7,16:40:56
1,0,0,1,16:40:57
0,1,0,6,16:41:03
0,0,1,3,16:41:06
0,1,0,4,16:41:10
1,0,0,7,16:41:17
0,1,0,6,16:41:23
0,0,1,1,16:41:24
0,1,0,3,16:41:27
1,0,0,5,16:41:32
0,1,0,5,16:41:37
0,0,1,6,16:41:43
0,1,0,5,16:41:48
1,0,0,5,16:41:53
0,1,0,5,16:41:58
0,0,1,9,16:42:07
0,1,0,7,16:42:14
1,0,0,1,16:42:15
0,1,0,7,16:42:22
0,0,1,8,16:42:30
0,1,0,4,16:42:34
1,0,0,7,16:42:41
0,1,0,4,16:42:45
0,0,1,7,16:42:52
0,1,0,6,16:42:58
1,0,0,2,16:43:00
0,1,0,8,16:43:08
0,0,1,6,16:43:14
0,1,0,4,16:43:18
1,0,0,4,16:43:22
0,1,0,6,16:43:28
0,0,1,7,16:43:35
0,1,0,4,16:43:39
1,0,0,4,16:43:43
0,1,0,9,16:43:52
0,0,1,5,16:43:57
0,1,0,7,16:44:04
1,0,0,9,16:44:13
0,1,0,8,16:44:21
0,0,1,7,16:44:28
0,1,0,6,16:44:34
1,0,0,1,16:44:35
0,1,0,6,16:44:41
0,0,1,4,16:44:45
0,1,0,7,16:44:52
1,0,0,6,16:44:58
0,1,0,6,16:45:04
0,0,1,8,16:45:12
0,1,0,9,16:45:21
1,0,0,3,16:45:24
0,1,0,2,16:45:26
0,0,1,2,16:45:28
0,1,0,3,16:45:31
1,0,0,4,16:45:35
0,1,0,9,16:45:44
0,0,1,8,16:45:52
0,1,0,2,16:45:54
1,0,1,8,16:46:02
0,1,0,9,16:46:11
0,0,1,3,16:46:14
0,1,0,8,16:46:22
1,0,0,7,16:46:29
0,1,0,1,16:46:30
0,0,1,7,16:46:37
0,1,0,8,16:46:45
1,0,0,5,16:46:50
0,1,0,4,16:46:54
0,0,1,8,16:47:02
0,1,0,6,16:47:08
1,0,0,8,16:47:16
0,1,0,7,16:47:23
0,0,1,5,16:47:28
0,1,0,3,16:47:31
1,0,0,9,16:47:40
0,1,0,6,16:47:46
0,0,1,2,16:47:48
0,1,0,8,16:47:56
1,0,0,7,16:48:03
0,1,0,8,16:48:11
0,0,1,6,16:48:17
0,1,0,2,16:48:19
1,0,0,9,16:48:28
0,1,0,3,16:48:31
0,0,1,4,16:48:35
0,1,0,5,16:48:40
1,0,0,9,16:48:49
0,1,0,1,16:48:50
0,0,1,1,16:48:51
0,1,0,4,16:48:55
1,0,0,7,16:49:02
0,1,0,4,16:49:06
0,0,1,5,16:49:11
0,1,0,1,16:49:12
1,0,0,6,16:49:18
0,1,0,7,16:49:25
0,0,1,5,16:49:30
0,1,1,7,16:49:37
1,0,0,7,16:49:44
0,1,0,3,16:49:47
0,0,1,6,16:49:53
0,1,0,2,16:49:55
1,0,0,4,16:49:59
0,1,0,8,16:50:07
0,0,1,2,16:50:09
0,1,0,9,16:50:18
1,0,0,7,16:50:25
0,1,0,5,16:50:30
0,0,1,1,16:50:31
0,1,0,7,16:50:38
1,0,0,8,16:50:46
0,1,1,1,16:50:47
0,0,1,7,16:50:54
0,1,0,5,16:50:59
1,0,0,4,16:51:03
0,1,0,3,16:51:06
0,0,1,2,16:51:08
0,1,0,6,16:51:14
1,0,0,2,16:51:16
0,1,0,4,16:51:20
0,0,1,2,16:51:22
0,1,0,8,16:51:30
1,0,0,3,16:51:33
0,1,0,5,16:51:38
0,0,1,3,16:51:41
0,1,0,9,16:51:50
1,0,0,4,16:51:54
0,1,0,1,16:51:55
0,0,1,5,16:52:00
0,1,0,1,16:52:01
1,1,0,7,16:52:08
0,1,0,2,16:52:10
0,0,1,2,16:52:12
0,1,0,4,16:52:16
1,0,0,6,16:52:22
0,1,0,1,16:52:23
0,0,1,7,16:52:30
0,1,0,5,16:52:35
1,0,0,8,16:52:43
0,1,0,6,16:52:49
0,0,1,9,16:52:58
0,1,0,2,16:53:00
1,0,0,6,16:53:06
0,1,0,6,16:53:12
0,0,1,3,16:53:15
0,1,0,9,16:53:24
1,0,0,8,16:53:32
0,1,0,2,16:53:34
0,0,1,7,16:53:41
0,1,0,3,16:53:44
1,0,0,2,16:53:46
0,1,0,5,16:53:51
0,0,1,9,16:54:00
0,1,0,6,16:54:06
1,0,0,4,16:54:10
0,1,0,6,16:54:16
0,0,1,7,16:54:23
0,1,0,1,16:54:24
1,0,0,6,16:54:30
0,1,0,4,16:54:34
0,0,1,4,16:54:38
0,1,0,8,16:54:46
1,0,0,2,16:54:48
0,1,0,5,16:54:53
0,0,1,7,16:55:00
0,1,0,7,16:55:07
1,0,0,7,16:55:14
0,1,0,9,16:55:23
0,0,1,9,16:55:32
0,1,0,2,16:55:34
1,0,0,2,16:55:36
0,1,0,6,16:55:42
0,0,1,1,16:55:43
0,1,0,8,16:55:51
1,0,0,2,16:55:53
0,1,0,6,16:55:59
0,0,1,2,16:56:01
0,1,0,2,16:56:03
1,0,0,8,16:56:11
0,1,0,6,16:56:17
0,0,1,7,16:56:24
0,1,0,3,16:56:27
1,0,0,7,16:56:34
0,1,0,1,16:56:35
0,0,1,8,16:56:43
0,1,0,7,16:56:50
1,0,0,4,16:56:54
0,1,0,7,16:57:01
0,0,1,6,16:57:07
0,1,0,1,16:57:08
1,0,0,8,16:57:16
0,1,0,3,16:57:19
0,0,1,4,16:57:23
0,1,0,8,16:57:31
1,0,0,7,16:57:38
0,1,0,1,16:57:39
0,1,1,5,16:57:44
1,1,0,3,16:57:47
1,0,0,8,16:57:55
0,1,0,5,16:58:00
0,0,1,7,16:58:07
0,1,0,4,16:58:11
1,0,0,8,16:58:19
0,1,0,7,16:58:26
0,0,1,5,16:58:31
0,1,0,6,16:58:37
1,0,0,9,16:58:46
0,1,0,4,16:58:50
0,0,1,1,16:58:51
0,1,0,2,16:58:53
1,0,0,8,16:59:01
0,1,0,7,16:59:08
0,0,1,8,16:59:16
0,1,0,1,16:59:17
1,0,0,4,16:59:21
0,1,0,7,16:59:28
0,0,1,2,16:59:30
0,1,0,5,16:59:35
1,0,0,3,16:59:38
0,1,0,2,16:59:40
0,0,1,7,16:59:47
0,1,0,4,16:59:51
1,0,0,3,16:59:54
0,1,0,6,17:00:00
0,0,1,9,17:00:09
0,1,0,8,17:00:17
1,0,0,5,17:00:22
0,1,0,7,17:00:29
0,0,1,5,17:00:34
0,1,0,5,17:00:39
1,0,0,5,17:00:44
0,1,0,2,17:00:46
0,0,1,2,17:00:48
0,1,0,8,17:00:56
1,0,0,3,17:00:59
0,1,0,7,17:01:06
0,0,1,8,17:01:14
0,1,1,3,17:01:17
1,0,0,4,17:01:21
0,1,0,9,17:01:30
0,0,1,6,17:01:36
0,1,0,6,17:01:42
1,0,0,1,17:01:43
0,1,0,1,17:01:44
0,0,1,5,17:01:49
0,1,0,1,17:01:50
1,0,0,8,17:01:58
0,1,0,7,17:02:05
0,0,1,7,17:02:12
0,1,0,6,17:02:18
1,0,0,8,17:02:26
0,1,0,4,17:02:30
0,1,1,6,17:02:36
0,1,0,7,17:02:43
1,0,1,1,17:02:44
0,1,0,6,17:02:50
0,0,1,9,17:02:59
0,1,0,2,17:03:01
1,0,0,2,17:03:03
1,1,0,2,17:03:05
0,0,1,1,17:03:06
0,1,0,4,17:03:10
1,0,0,4,17:03:14
0,1,0,9,17:03:23
0,0,1,8,17:03:31
0,1,0,8,17:03:39
1,0,0,3,17:03:42
0,1,0,3,17:03:45
0,0,1,1,17:03:46
0,1,0,9,17:03:55
1,0,0,9,17:04:04
0,1,0,5,17:04:09
1,0,1,4,17:04:13
0,1,0,6,17:04:19
1,0,0,5,17:04:24
0,1,0,2,17:04:26
0,0,1,6,17:04:32
0,1,0,9,17:04:41
1,0,0,7,17:04:48
0,1,0,2,17:04:50
0,0,1,7,17:04:57
0,1,0,3,17:05:00
1,0,0,7,17:05:07
1,1,0,9,17:05:16
0,0,1,3,17:05:19
0,1,0,5,17:05:24
1,0,0,8,17:05:32
0,1,0,1,17:05:33
1,0,1,9,17:05:42
0,1,0,8,17:05:50
1,0,0,8,17:05:58
1,1,0,1,17:05:59
0,0,1,5,17:06:04
0,1,0,6,17:06:10
1,0,0,1,17:06:11
0,1,0,3,17:06:14
0,0,1,4,17:06:18
0,1,0,5,17:06:23
1,0,0,3,17:06:26
0,1,0,8,17:06:34
0,0,1,6,17:06:40
0,1,1,4,17:06:44
1,0,0,6,17:06:50
0,1,0,3,17:06:53
0,0,1,6,17:06:59
0,1,0,3,17:07:02
1,0,0,8,17:07:10
0,1,0,6,17:07:16
0,0,1,5,17:07:21
0,1,1,1,17:07:22
1,0,0,3,17:07:25
0,1,0,8,17:07:33
0,1,1,8,17:07:41
0,1,0,4,17:07:45
1,0,0,9,17:07:54
0,1,0,3,17:07:57
0,0,1,5,17:08:02
1,1,0,8,17:08:10
1,1,0,8,17:08:18
0,1,0,7,17:08:25
0,0,1,1,17:08:26
0,1,0,2,17:08:28
1,0,0,7,17:08:35
0,1,0,5,17:08:40
0,0,1,3,17:08:43
0,1,0,2,17:08:45
1,0,0,5,17:08:50
0,1,0,3,17:08:53
0,0,1,6,17:08:59
0,1,0,5,17:09:04
1,0,0,8,17:09:12
0,1,0,6,17:09:18
0,0,1,5,17:09:23
0,1,0,7,17:09:30
1,0,0,4,17:09:34
0,1,0,7,17:09:41
0,0,1,8,17:09:49
0,1,0,1,17:09:50
1,0,0,1,17:09:51
0,1,0,3,17:09:54
0,0,1,6,17:10:00
0,1,0,1,17:10:01
1,0,0,2,17:10:03
0,1,0,5,17:10:08
0,0,1,5,17:10:13
0,1,0,6,17:10:19
1,0,0,3,17:10:22
0,1,0,9,17:10:31
0,0,1,5,17:10:36
0,1,0,2,17:10:38
1,0,0,6,17:10:44
0,1,0,4,17:10:48
0,0,1,7,17:10:55
0,1,0,3,17:10:58
1,0,0,9,17:11:07
0,1,0,1,17:11:08
0,0,1,9,17:11:17
0,1,0,3,17:11:20
1,0,0,4,17:11:24
0,1,0,7,17:11:31
0,0,1,8,17:11:39
0,1,0,6,17:11:45
1,0,0,4,17:11:49
0,1,0,4,17:11:53
0,0,1,5,17:11:58
0,1,0,9,17:12:07
1,0,0,3,17:12:10
0,1,0,5,17:12:15
0,0,1,9,17:12:24
0,1,0,2,17:12:26
1,0,0,9,17:12:35
0,1,0,3,17:12:38
0,0,1,1,17:12:39
